utmx,utmy,X,Y,Rate_per_100000,PopulationDensity,Beer,NoHealthInsurance,Cases,Neighbor_Disadvantage
2791830.634,3824552.613,-98.990667,32.170095,4.42723897749543,92.01284,6.002233,72.46,13,-0.233992
2471502.03,3714765.274,-102.361001,31.836373,5.35375207343614,78880.58717,66.968228,574.64,272,8.005086
2996842.075,3903743.685,-96.82908,32.397732,5.44155153463394,19052.53464,42.374223,469.3,347,-7.691881
2096637.781,3628223.326,-106.263489,31.667661,5.83627165770228,648325.9618,165.449994,3361.37,2314,75.887972
2860562.369,3871155.195,-98.216811,32.41597,4.06044301054642,3489.716904,8.888267,139.43,21,-3.27632
3031133.664,3778631.575,-96.811969,31.313093,5.72945022140478,1859.56396,9.226972,104.78,45,2.106665
3027090.21,4079993.269,-96.078468,33.752852,5.42846805101308,1479.08493,20.878366,148.54,69,-1.410946
3055591.579,3609065.468,-96.979333,29.890148,4.92580335857956,528.81013,32.111697,70.68,30,-2.808987
3216289.571,3612681.114,-95.487874,29.595078,5.54126354515843,246003.3409,138.342548,969.05,1674,-14.739876
3128147.654,4041454.447,-95.217899,33.2131,4.3502779363593,464.842,1.898357,42.67,7,-0.402763
3079936.359,3826378.338,-96.235409,31.596066,6.30664018386869,1526.014139,6.421094,104.03,91,-0.092096
2849887.337,3447118.652,-99.247625,28.948834,6.76676758568116,59.99726,5.338493,64.75,146,1.880641
2438969.872,3829248.477,-102.455571,32.858193,3.92197333628131,2770.421758,1.67038,89.64,8,0.635284
3262697.398,3608826.825,-95.073238,29.468223,5.93091804723995,192328.6446,127.202123,1047.09,1066,3.270193
2843668.8,3621085.474,-98.945586,30.394996,4.23410650459726,334.73214,16.545783,94.83,16,-2.171005
3040242.345,3447879.186,-97.474163,28.610052,4.52504414150881,22.82447,4.82965,19.37,6,-0.21386
3021653.089,3571338.051,-97.379666,29.650052,4.95371214669663,4271.355596,13.776848,113.23,24,-0.033458
2513513.064,4165387.973,-100.956403,35.545002,4.765586907,11200.18212,8.083109,151.75,21,1.028659
2982427.49,4067556.969,-96.542692,33.753241,5.15039723647141,21686.13652,62.758777,471.52,195,-1.6826
3201660.096,3970376.596,-94.718477,32.478306,6.19868194787193,35228.3,76.309123,472.22,497,2.533529
3127383.93,3718421.554,-96.056033,30.627422,5.95324333428778,229.84438,10.408289,75.37,94,-0.044968
2946737.648,3555166.762,-98.114775,29.660883,4.8023803552758,47876.67287,66.383157,354.08,168,-9.453096
2474392.419,3995284.037,-101.74685,34.193986,4.87290462063018,7425.6741,9.477974,182.88,35,1.902305
2890709.783,3792175.1,-98.113677,31.708893,4.71581670607516,357.736751,3.338949,49.06,8,-1.009562
3309249.525,3708025.655,-94.407309,30.157423,4.78331637137157,2495.75823,21.989825,168.96,57,-1.038816
3229231.07,3631266.082,-95.325386,29.716876,6.54821910276237,4319274.037,1307.592102,16362.85,26547,146.909829
3224947.291,3971302.732,-94.498091,32.432022,5.14458326660599,3759.91476,100.074694,218.91,94,0.402008
2704514.847,3918845.994,-99.624949,33.11954,5.88860091164874,13.626762,2.37206,42.05,18,1.282096
2967847.158,3608449.813,-97.80053,30.056213,5.23909800688807,32418.75922,42.235209,344.75,363,-8.117917
3118995.786,3923146.413,-95.620935,32.288233,5.20290718174338,5271.07276,54.332591,301.57,128,-0.116746
3046104.149,3154336.409,-98.004198,26.203908,5.42274494492309,268433.8277,138.185765,3361.8,1507,92.262181
2966379.371,3834561.618,-97.290295,31.90069,4.84890037091069,5294.61104,16.712363,182.87,39,0.923108
2427740.001,3913375.457,-102.394495,33.587971,4.66532410880784,2828.713559,13.073042,126.46,20,0.920765
2904823.711,3884291.923,-97.758647,32.432773,4.78415284151653,4003.37278,23.653927,144.26,63,-4.41603
3093151.035,4024600.634,-95.596338,33.15849,5.05113723740559,4977.83351,8.825951,164.07,48,-1.220584
3164060.087,3836116.994,-95.422773,31.492794,6.5597568705223,2120.905357,4.37206,105.19,139,-0.151393
2566794.003,3794484.73,-101.257397,32.341637,6.3173451758733,10986.28429,25.720408,177.95,171,2.448506
3046480.142,4008462.451,-96.084618,33.134139,5.08944647452055,11737.52184,33.442182,319.72,133,-1.446801
2479343.592,4178018.319,-101.27621,35.717566,4.65300751540225,4672.991588,14.49901,150.82,18,1.946739
2840790.892,3975057.124,-98.155588,33.307038,5.14574876790343,565.600971,7.837922,52.9,13,-0.548992
3119335.88,3498812.799,-96.63629,28.873006,4.19418989719182,62.27191,6.86577,46.25,8,-0.449173
3332778.051,3784502.982,-93.998256,30.710058,4.97604384932664,2019.66383,23.082177,136.65,43,1.238838
3356436.007,3697087.094,-94.005909,29.968157,6.40654989859314,145176.4248,141.402368,1319.71,1253,8.403769
2948783.169,3272096.303,-98.670749,27.334931,4.8146204101703,117.493993,0.886414,42.81,5,1.748896
3001128.875,3332389.896,-98.071338,27.738439,4.52287494326126,7367.70486,12.896986,134.65,30,2.659632
2945382.829,3895542.88,-97.341605,32.440023,5.31762967758041,32452.13024,41.212821,464.88,293,-5.083575
2694260.926,3890718.426,-99.790652,32.906498,5.27556037942542,227.769573,11.065287,76.1,34,-1.072817
2983424.493,3464255.646,-97.965616,28.848976,6.49571862549093,90.668355,13.543386,57.35,86,-0.34192
3039346.487,3955422.599,-96.291853,32.723083,5.61604356034819,6940.65964,62.974233,272.87,300,-0.523368
2878231.678,3582471.421,-98.700795,30.012923,4.82671245593533,3365.35046,13.020729,60.21,50,-3.25263
2793018.727,3583355.308,-99.50719,30.176469,4.98086313576259,6263.48657,16.956781,165.58,66,-2.971092
3045025.151,3304433.436,-97.724429,27.432106,4.77996347636125,6253.714145,8.783319,78.25,30,2.620094
3082704.999,4083343.798,-95.535692,33.652474,5.06132840841177,7434.97435,12.745535,209.24,65,2.023805
2435117.532,3948528.076,-102.245579,33.871479,5.15848042136024,78.648604,6.167815,111.72,18,0.346982
2897296.442,3720014.767,-98.217025,31.105225,4.5358201078533,1201.076337,21.002733,69.45,17,-1.064571
3089155.435,3554827.626,-96.790141,29.384846,4.87060664949255,1069.37174,5.763613,61.5,22,-1.55538
3030644.784,3669352.312,-97.074328,30.4286,5.05560865973899,276.95269,14.540083,63.08,23,-1.162261
3097715.833,3781088.802,-96.18045,31.193772,5.18009673516061,48.99412,2.746215,49.17,26,-0.093415
3253319.618,3704720.96,-94.926731,30.25176,5.80151396314954,1733.13948,23.419617,256.15,235,1.04355
3049615.903,3829853.851,-96.512525,31.688431,5.26372592177842,3634.318005,6.397929,158.78,38,2.095239
2981769.487,3401062.465,-98.111533,28.335074,4.65491227788291,804.952364,8.008938,68.1,11,-0.446048
2855591.977,3676350.252,-98.711878,30.827368,4.96772779308498,1339.678974,19.213055,91.17,28,-1.903184
2473209.333,3915918.048,-101.9314,33.528739,5.34948565312244,223148.2743,192.058504,890.43,543,-1.574493
2778708.986,3713918.133,-99.365468,31.282411,4.99518318953733,458.627927,3.453248,52.29,10,-0.156553
2989643.201,3798056.471,-97.1574,31.556201,5.4380793089232,87087.76279,81.263502,760.21,487,7.677127
3114555.083,3753842.254,-96.089685,30.939105,6.1303565459746,417.98189,3.257946,55.96,56,-0.961871
3242569.142,4023087.794,-94.1906,32.800655,5.78720408279527,288.39812,15.335185,46.02,28,1.235863
3202205.267,3503745.283,-95.867285,28.750421,5.50207420406206,5604.57846,40.041091,167.88,73,0.504475
2728834.954,3393769.24,-100.491935,28.713228,5.32739061403374,18805.19661,8.966145,216.05,93,6.819463
2872194.995,3475961.525,-98.97992,29.147181,4.85981240436167,576.349907,25.770384,107.04,56,-1.772035
2497590.24,3738338.983,-102.056294,31.990978,4.99923724914389,88384.57539,51.840767,449.73,205,-6.221315
3049810.388,3712475.074,-96.794241,30.739326,5.23909800688807,1001.022111,19.084378,92.02,39,0.717865
2599615.882,3794795.569,-100.93332,32.285174,4.97948856509942,48.329281,5.850161,32.29,10,-0.414141
2860673.934,4043002.776,-97.790273,33.820196,4.42843300748804,1650.519796,14.89428,110.85,14,-1.177835
3203260.239,3676837.431,-95.454486,30.135349,5.22305488204749,83975.77671,140.728065,898.05,919,-15.613635
2411392.468,4181300.925,-101.968589,35.875774,4.82430571590476,6136.991347,7.001889,75.37,20,0.4187
3183090.699,4031285.971,-94.726296,33.004907,5.16307021714001,872.32514,1.496925,50.35,18,0.37945
3236157.744,3868354.402,-94.668844,31.590005,5.29931686688112,14267.4862,34.903651,241.98,108,4.628192
3067175.177,3885968.112,-96.205963,32.103211,5.40492710160629,6248.54807,10.28498,187.13,90,2.130721
3358590.749,3771807.451,-93.79588,30.55226,4.08092154188996,67.916869,10.466776,81.71,7,1.173038
2648892.047,3802738.86,-100.432296,32.261286,4.94591897937656,5029.499121,19.605998,86.19,17,0.475006
3070883.539,3346674.422,-97.402794,27.729885,5.33705719486397,304708.7269,146.237605,1356.97,622,10.491423
2503436.531,4263558.519,-100.819167,36.384913,4.52178857704904,2759.99285,13.903638,56.07,7,-0.460073
3380551.461,3721575.317,-93.725606,30.108019,5.43851399704132,9006.53469,48.001545,353.78,157,-2.100842
2858699.409,3915138.704,-98.128758,32.779753,4.78331637137157,8042.814555,22.536153,176.34,29,1.368168
3234568.61,3951535.88,-94.461978,32.25323,5.25279685124623,576.50386,11.949259,104.36,37,-0.9568
2895716.371,3921339.752,-97.755675,32.753839,4.70048036579242,8928.46972,59.130277,296.97,130,-4.6305
2473619.022,3619177.767,-102.524374,31.025537,5.2262841636482,2870.594323,8.069594,69.39,24,0.125804
3240867.044,3795403.867,-94.813885,31.000055,6.11633352915385,1864.70329,16.990617,182.87,199,1.951747
2436540.26,4109326.768,-101.875823,35.222936,5.68051384771685,79971.48054,63.757183,721.32,274,6.664967
2343628.782,3430545.783,-104.131119,29.622474,4.54965747605783,5.245142,1.517584,29.8,5,1.779631
3074818.025,3985543.756,-95.875208,32.886753,4.88280192258637,103.50983,3.034867,39.37,14,-0.413549
2433539.315,4099469.046,-101.929029,35.145637,4.83707524297087,97872.44314,63.664205,284.32,144,-12.137715
3151656.653,4093585.459,-94.849981,33.573474,4.74580131572784,49.967731,2.351562,57.44,12,0.924444
2348166.592,3645409.97,-103.714345,31.447727,6.71526216686669,5758.333529,23.425801,101.42,110,2.364561
3076381.871,3734925.006,-96.49208,30.866234,5.12989871492307,142.98437,13.973306,68.74,24,1.064993
3012088.956,3977173.693,-96.4957,32.958186,4.99314997975524,17918.5882,27.603595,125.82,126,-6.692956
2713685.76,3757374.559,-99.899025,31.763919,4.93878119032827,694.051447,8.135186,54.59,12,-0.602382
3207108.901,3930594.155,-94.774505,32.149872,5.81621790398599,3436.79519,21.727914,240.53,154,1.261334
3320355.17,3879870.795,-93.860941,31.489928,4.95441761409803,63.32413,6.461031,39.13,13,0.05152
3297115.334,3845127.828,-94.166872,31.268796,5.48396671343467,227.96437,3.988841,44.57,17,1.240942
3216625.323,3724411.641,-95.215419,30.487128,5.21112415484566,213.99925,26.844789,76.63,45,-0.315171
3066088.843,3376867.269,-97.384732,27.984315,4.95863999897788,13130.09264,38.401854,262.29,77,1.71867
2846078.997,3719643.199,-98.706516,31.201501,5.04407007018249,237.201073,5.780858,37.49,8,-0.278641
2603639.217,3835574.781,-100.80595,32.618518,4.63083793273667,725.37417,11.701454,69.88,14,-1.139284
3280785.194,3923041.551,-94.109752,31.921421,5.36410510708604,497.93965,14.277287,131.75,44,1.875929
3145017.678,3939399.936,-95.333171,32.36018,5.53338948872752,60636.13024,40.145297,682.75,486,1.873844
2956747.144,3157840.579,-98.811274,26.381467,4.35799005684564,13817.6332,22.054155,408.25,38,17.212031
2787796.609,3892736.721,-98.871015,32.739502,4.93231332732079,511.510388,4.010754,57.95,11,1.747464
2464117.813,4042145.589,-101.746571,34.606748,4.74406218485471,426.000013,2.299821,57.65,7,0.290576
2934597.48,3930852.426,-97.357398,32.74975,5.8519150821579,1422278.133,608.175172,6153.35,5955,-11.898551
2710917.413,3836380.451,-99.750861,32.424197,5.35090981666721,80094.62861,96.042608,561.79,238,-4.838909
2452047.8,3868716.051,-102.243367,33.168583,5.57177373173584,451.228785,2.892376,46.36,26,0.314285
3153950.579,4040699.32,-94.975478,33.147448,4.87596039076965,5857.693,5.641164,151.29,34,0.938789
2664426.673,3710998.975,-100.477027,31.468704,4.9330340480727,46951.83429,78.563919,323.45,137,-1.733764
2969141.151,3625070.717,-97.751466,30.189353,6.14996290492866,972586.3262,369.580129,2808.08,5045,-71.811722
3203500.501,3790741.021,-95.171201,31.044564,5.47100937436615,874.579758,6.746205,98.21,30,0.75722
3280342.803,3799937.662,-94.438714,30.948871,5.97253653722246,656.14711,6.221849,81.3,73,1.528359
3166682.495,3990693.117,-94.99196,32.72006,4.55492896955134,1421.32371,14.9007,119.19,33,-0.995645
2779540.453,3478162.172,-99.848996,29.328872,4.70953020131233,3544.43069,7.903866,50.92,24,0.999513
2674524.081,3462403.875,-100.877848,29.376531,4.79744207363521,11818.60511,10.58782,129.06,47,3.319182
3097059.627,3963547.727,-95.722213,32.660683,4.765586907,1652.73703,20.939862,175.22,56,-1.037969
3085385.992,3483627.629,-96.981617,28.81535,5.15155598515263,44911.93629,49.159827,414.75,130,3.292285
3173915.823,3743320.94,-95.563484,30.729246,6.93449457617176,15041.81819,22.317286,143.17,657,-0.894699
3150853,3658203.906,-95.982253,30.094788,5.04600243793355,630.85995,8.587071,96.78,71,-0.938452
2406389.436,3663450.068,-103.103734,31.50904,4.43793426661218,3055.814027,10.997118,58.92,8,0.38825
3123211.249,3666806.098,-96.217816,30.220711,5.08944647452055,1079.39239,9.493974,70.7,49,-1.028819
2857844.491,3279856.897,-99.49694,27.552408,5.48521178518713,325335.4885,129.513437,1640.91,509,42.499836
3149012.147,3580297.397,-96.180569,29.471895,5.44889022502741,989.667276,10.227551,222.51,79,4.614643
2581154.282,4172620.779,-100.249285,35.470277,4.7990908786254,12.871254,9.922135,38.49,5,0.025397
2760243.323,4040722.802,-98.78266,34.012899,4.93087032562739,67107.87339,106.810749,567.07,153,6.011887
3078612.775,3196606.551,-97.629453,26.493684,6.4412654690362,544.506327,3.303535,143.05,111,5.209074
2965057.164,3665197.724,-97.699746,30.524627,5.18682699051467,227567.5193,160.961695,908.69,869,-35.633071
2945431.149,3507797.679,-98.22796,29.275467,4.76728903546453,1678.47094,26.507895,141.67,50,-3.248591
2404429.85,3703280.686,-103.047943,31.849982,4.55492896955134,2488.343605,36.429247,57.32,6,0.235311
2889250.03,3965625.732,-97.708205,33.128515,4.62790967295758,1542.11883,20.594786,195.79,59,-2.84788
3122578.827,3972690.66,-95.456464,32.67664,5.1602040644184,1743.27869,7.415449,135.52,69,-0.645221
2804888.235,3941912.76,-98.586866,33.109299,3.8458832029236,1787.747801,4.318513,54.82,7,-0.52622
2896542.983,3210835.223,-99.266821,26.917597,4.70953020131233,4358.363303,4.954582,84.47,12,3.289729
2778221.767,3437439.278,-99.941561,28.993191,4.66814498514948,924.529354,1.815257,32.84,10,1.93695
1417787.534,4654776.819,-112.008899,41.516023,4.19870457754634,12255.09843,6.550752,83.61,29,-5.490536
1446857.504,4677130.919,-111.632178,41.679839,3.86702563949741,54120.52363,4.934306,174.01,48,-12.927413
1529826.184,4459485.1,-111.01051,39.661224,4.55807857845424,2036.675154,1.862959,46.96,16,-0.641136
1439363.676,4585270.218,-111.861163,40.877008,4.29319542096727,164419.4769,37.803415,367.48,201,-32.473468
1563279.984,4535983.622,-110.505586,40.293691,4.08933202039856,319.93682,3.163,40.5,9,-0.335954
1665374.343,4401756.02,-109.569986,38.983524,4.43911560165801,323.93537,2.060948,36.31,7,-0.537695
1376455.575,4215715.968,-113.074364,37.668709,3.95508249488859,4825.416727,14.287357,92.41,23,-2.363359
1434384.609,4159512.088,-112.498697,37.113922,4.51961229762644,21.953167,4.867877,27.1,6,-0.907619
1402949.939,4356728.864,-112.599924,38.893495,4.67749084756772,20.137222,1.675513,41.39,11,-1.502631
1442286.386,4548824.807,-111.881539,40.551555,5.39089654784113,1130636.925,225.016593,2195.16,2055,-81.261161
1497415.468,4447830.938,-111.397882,39.596517,3.75653810258775,192.669913,1.454502,55.15,11,-2.351686
1486074.098,4371291.337,-111.638499,38.933533,3.6988297849671,312.612116,3.075575,52.66,7,-1.460905
1486343.165,4610721.078,-111.274679,41.046726,4.33729074083249,3177.601084,26.942492,84,27,-9.322875
1321704.148,4522246.203,-113.317896,40.44342,4.16821441078856,17541.18192,17.482564,89.37,36,-3.337918
1650631.039,4504328.864,-109.560663,39.902033,3.93182563272433,2224.913519,4.594797,91.12,14,1.180403
1460112.294,4521920.361,-111.715368,40.293567,3.89995042419388,539758.875,79.62022,1062.3,239,-68.305029
1509539.433,4530504.288,-111.132494,40.311523,3.51154543883102,3278.69036,4.904801,33.26,9,-3.153466
1313093.929,4158480.339,-113.845937,37.217507,4.34898678059568,26103.87078,16.464828,288.98,113,-9.310414
1425528.64,4628301.924,-111.958028,41.27314,4.43911560165801,181788.1536,44.861057,499.44,176,-12.659129
4425587.111,6250940.507,-73.255531,44.166405,3.19458313229916,1939.21539,9.240008,42.92,8,-4.499306
4517552.977,6169942.062,-73.051412,43.258795,3.47506723022861,3982.8545,19.132946,46.91,10,-2.494124
4494210.944,6325755.191,-72.204175,44.264989,3.83297979808769,916.15972,4.470851,44.29,12,-2.262377
4402400.289,6286024.951,-73.208331,44.481703,3.3499040872746,107830.3748,58.942325,110.03,41,-12.620697
4401767.076,6324070.293,-72.955791,44.705144,2.95491027903374,7403.55124,24.413898,40.86,8,-2.322155
4523662.88,6292471.9,-72.196215,43.93263,2.99071973173045,523.1955,10.993141,46.73,5,-2.694047
4454051.772,6377934.179,-72.166177,44.758176,3.53805656437935,1105.36243,7.376049,30.37,8,0.790677
4499510.861,6202106.013,-72.985425,43.530428,3.38099467434464,13263.43907,23.393236,92.81,15,-6.404661
4459370.738,6269395.509,-72.860843,44.11101,3.38099467434464,13003.38888,31.71583,60.73,15,-6.54208
4548168.625,6154943.462,-72.906439,43.027509,3.55820113047182,3632.91969,23.983211,76.48,13,-3.860627
4507560.948,6258172.081,-72.552156,43.814604,3.50254987592244,2156.70621,38.032814,79.28,16,-5.121478
4732681.906,5403327.478,-75.784302,37.743387,5.86419919606211,926.51095,5.532299,128.52,97,-0.309623
4444847.116,5289545.086,-78.638252,38.174262,5.57291419945116,35198.80067,24.723369,141.17,248,-9.659824
4367049.275,5189635.227,-79.762606,37.823964,5.47227067367148,1479.37245,1.022558,38.73,31,-0.924339
4575877.617,5228855.779,-77.880022,37.276961,5.02716459604747,72.76958,3.46421,20.44,17,-0.444949
4450576.493,5198499.243,-79.034697,37.564017,5.30678144496017,2515.05348,3.16274,75.31,55,0.340694
4494115.246,5186147.366,-78.740791,37.317927,5.26217191991168,177.46487,1.462211,24.19,26,-0.541022
4529649.422,5455933.942,-77.108648,38.893564,6.34703888560268,916224.873,78.507875,312.55,1174,-36.780918
4379248.817,5253920.912,-79.351417,38.19768,4.86830338551846,1795.42208,11.258131,108.24,86,-4.557686
4430930.974,5125252.97,-79.542117,37.161546,4.66720557690754,3016.67666,15.237038,123.09,73,-7.222031
4294864.568,5048369.057,-81.022145,37.155896,5.36035275746749,35.58129,2.756378,15.28,12,-0.154192
4389497.399,5133234.52,-79.844439,37.369109,5.18290651503671,1576.05462,8.231835,35.9,52,-4.147892
4619889.759,5155534.71,-77.882749,36.64184,6.03739347899638,133.55247,3.589144,28.41,60,3.5785
4190418.765,5021215.931,-82.026706,37.350442,4.52070102936164,254.58339,1.144093,70.34,17,2.903339
4492336.963,5214348.72,-78.619755,37.506435,5.96177823673762,138.15003,2.416122,45.34,58,0.934092
4445590.458,5161413.965,-79.25214,37.342152,5.07579862000267,6308.11422,3.940485,112.31,76,-1.3716
4586849.632,5346402.354,-77.212675,37.976402,5.40762010143849,470.85427,4.169301,55.68,57,-0.509166
4340603.287,5014006.763,-80.796898,36.75992,4.16976120150686,429.57872,1.900979,67,17,-0.327975
4631248.928,5280114.472,-77.191721,37.384721,5.90971204523572,133.69713,12.280949,26.65,23,0.036405
4520303.899,5167695.485,-78.61778,37.099209,5.06764554881304,75.4716,1.74331,37.91,16,0.60595
4595055.488,5268707.352,-77.533491,37.454773,5.43894849628778,124127.155,104.394213,614.03,678,-19.743672
4433427.156,5438251.682,-77.979545,39.171435,5.24174701505964,237.79439,2.047115,41.92,24,-1.299494
4498086.031,5365451.949,-77.826859,38.449842,5.45958551414416,2515.48073,6.472773,84.59,102,-0.319088
4527487.538,5240829.071,-78.208455,37.540666,5.50166629053407,78.56856,2.018427,26.08,21,0.024691
4610021.127,5210666.459,-77.697298,37.029512,5.21003245168046,1614.43548,3.733734,54.93,45,0.381936
4602783.173,5360418.703,-77.015885,38.000728,5.29330482472449,218.73455,4.151705,25.73,19,0.29586
4503094.43,5446577.395,-77.370777,38.942594,5.63300229259515,1533391.94,288.592455,1956.58,2682,-139.345178
4482500.875,5409325.509,-77.729351,38.790369,5.10957524195116,3450.65689,20.815551,126.42,99,-9.285545
4363581.145,5043572.393,-80.472733,36.872953,4.82350218030508,135.39098,2.299052,27.55,17,-1.179438
4489980.945,5277576.61,-78.330784,37.921481,5.23110861685459,1438.83968,4.303566,29.31,44,-2.118247
4393297.541,5088684.956,-80.020738,37.06184,5.00729639283074,1134.96238,4.848001,84.46,73,-1.111763
4398295.867,5416086.038,-78.382122,39.170945,4.8605872978526,9564.41608,21.184732,118.26,97,-5.513151
4319551.199,5091505.412,-80.618132,37.353263,4.24420031776648,209.87502,1.714363,35.13,10,-1.298863
4677143.806,5324648.247,-76.61167,37.481416,4.98154971320116,2793.70144,7.997281,57.64,47,-3.128762
4555644.645,5279108.877,-77.795762,37.674798,5.87127236177958,758.0919,13.571051,40.02,75,-2.471538
4333500.109,4986921.725,-80.977373,36.604623,4.98017608661155,199.03115,0.649586,42.13,20,0.34788
4447159.612,5307923.897,-78.528373,38.283433,4.19268046294296,454.93745,2.550681,43.43,11,-0.261016
4652582.37,5170089.606,-77.556656,36.609003,6.66771985999771,60.31089,0.483306,21.08,79,0.984313
4535481.768,5109393.317,-78.770556,36.666049,5.71768537982519,1412.44149,2.14669,87.45,89,0.841813
4559778.679,5315016.699,-77.585005,37.885946,4.94875989037817,16550.61333,37.943479,119.02,129,-13.814277
4583025.7,5283314.904,-77.557061,37.59416,5.83831336761381,179533.5934,100.684584,514.13,958,-14.750195
4421300.287,5042381.828,-80.003792,36.653448,4.9192507322944,3267.50424,35.547116,117.16,60,4.183654
4714242.657,5263516.815,-76.625545,36.955088,5.41920668382349,2696.34949,11.739493,43.08,72,-0.84093
4679101.048,5295477.369,-76.741283,37.292266,4.97258722645873,9420.5288,7.428332,70.45,96,-6.151107
4621361.265,5339244.44,-76.975784,37.794232,5.35752922617988,47.01161,0.868315,14.18,13,-0.7745
4558846.315,5379999.785,-77.265607,38.299223,5.43241110102874,746.08742,4.139036,28.44,51,-2.877856
4606421.692,5319439.349,-77.192677,37.729457,4.4224485491728,619.1508,6.874381,20.51,12,-1.597326
4685357.501,5357315.204,-76.38395,37.651103,5.79209855570477,320.50319,3.601667,29.45,31,-1.042987
4121727.933,4892081.261,-83.181564,36.706443,4.35670882668959,511.6017,2.978983,73.96,16,3.366876
4485150.69,5450488.14,-77.495392,39.039959,4.88582764350291,203463.413,83.725604,384.16,441,-40.096402
4497234.732,5304042.542,-78.141411,38.062322,4.63278535302106,444.00368,10.209333,63.36,33,-0.898217
4554595.574,5166237.03,-78.350061,36.959198,5.4249500174814,93.00248,8.563248,31.51,24,-0.118645
4472416.376,5333271.546,-78.196557,38.346592,3.7864597824528,90.30076,6.740799,21.44,5,-0.573682
4708274.977,5332197.04,-76.332103,37.404241,5.11017892443252,213.63175,0.804421,24.45,13,-0.705998
4579775.55,5145000.094,-78.250083,36.727421,5.65178717953782,537.18641,12.907845,83.71,76,0.334931
4655661.628,5346257.208,-76.671264,37.701267,5.13697421613927,397.47099,2.25854,27.3,16,-0.231446
4353171.444,5066571.43,-80.453686,37.063769,4.44500143383527,15752.13785,10.730086,99.09,75,-4.087632
4438192.778,5228480.993,-78.99116,37.805707,4.74406218485471,106.68896,5.303302,27.94,15,-0.290994
4649643.122,5307476.921,-76.91204,37.483528,5.08697886068359,338.01232,13.208161,16.03,32,-1.363089
4768058.353,5344495.201,-75.810257,37.240925,5.95168367709614,175.47426,11.91598,33,39,0.07355
4677896.697,5380368.509,-76.325461,37.823561,5.16535723929181,195.90889,5.53299,30.25,19,-0.759214
4556475.371,5200425.139,-78.171744,37.170695,6.75797835366391,170.99293,4.73246,35.25,113,0.779782
4499660.065,5334547.735,-77.96974,38.247189,5.19849703126583,999.37942,8.255897,48.99,57,-0.793053
4426510.994,5332257.879,-78.57571,38.520872,4.52396013056255,392.76431,3.666822,62.69,19,-0.171743
4392537.758,5044580.624,-80.229535,36.77354,4.06216566385787,177.83362,5.269609,43.76,9,0.48686
4448087.706,5108627.272,-79.479888,36.988689,5.13579843705026,1606.48316,13.038232,139.61,90,4.86141
4553839.707,5260630.999,-77.900876,37.564503,5.52226059803281,478.58079,33.689809,22.84,65,-2.93064
4529654.255,5185606.643,-78.457345,37.178651,5.40357787720553,9739.77544,2.058817,31.27,45,0.123182
4624026.732,5257930.906,-77.357406,37.273565,6.11633352915385,1907.76004,8.258873,37.22,146,-2.493176
4523127.675,5413213.586,-77.381807,38.651587,5.64190707093811,304485.536,108.939029,856.03,1075,-29.260274
4332350.543,5061008.654,-80.65189,37.103247,4.2076732475291,3535.22717,3.455303,56.76,20,-0.684797
4445096.77,5379206.401,-78.187078,38.748249,5.12871458216186,56.55061,1.303923,27.54,11,-0.528612
4628045.025,5369508.048,-76.770712,37.956401,5.8573615625845,99.95446,3.845488,14.28,28,-0.330409
4382595.347,5125659.844,-79.936787,37.345129,4.92362391710663,25748.23339,26.306847,98.42,112,-7.221027
4409286.729,5216439.417,-79.28595,37.838326,4.25277179881662,165.95536,4.701377,33.44,14,-1.007675
4383985.666,5310591.849,-79.033279,38.547586,4.55597994179732,4067.29369,25.160761,204.18,66,-5.149668
4202671.742,4971099.017,-82.145965,36.96559,3.85862222870103,451.43027,2.937104,66.61,11,2.131795
4181008,4928295.115,-82.518004,36.749549,4.30271282795416,485.31251,4.67343,56.2,14,0.923414
4398498.821,5386414.964,-78.532247,38.979734,4.60316818331742,1148.101,11.937599,73.35,37,-2.333351
4243973.123,4985223.745,-81.733852,36.914426,4.80402104473326,974.80328,7.714811,88.41,32,2.585747
4689263.167,5231565.57,-76.975019,36.853644,5.53141124871541,128.90893,1.757922,27.2,39,0.484252
4537279.792,5363437.179,-77.521909,38.281037,5.12989871492307,43151.66849,22.967026,234.7,191,-9.645425
4531541.547,5387594.219,-77.445313,38.456369,5.21981513839308,41205.6618,20.407191,218.39,233,-12.624768
4678686.631,5274984.191,-76.845509,37.166191,5.7084382861924,51.87639,1.199782,24.31,17,0.438385
4654463.777,5240584.676,-77.202894,37.045738,6.26549130873676,159.61963,1.172367,37.01,52,2.084378
4263043.66,5021760.166,-81.409597,37.092647,4.33729074083249,1301.99078,1.611763,92.88,27,2.567653
4431117.92,5397962.367,-78.205675,38.923785,5.20729796816087,6339.67607,4.350095,80.03,62,-0.840653
4220908.979,4951772.81,-82.076633,36.769372,4.24706564923976,3045.86213,21.287981,113.95,33,-0.985947
4586721.112,5387821.846,-77.004142,38.236489,5.19295685089021,487.93779,5.132271,47.05,28,0.081683
4154329.677,4968207.495,-82.570894,37.116941,4.49312068217947,1335.14795,10.398826,105.01,29,6.126906
4325011.183,5025917.562,-80.872593,36.896042,4.83150862819882,445.72014,9.922671,53.89,31,-0.58836
4722809.205,5291885.005,-76.419878,37.097244,4.74666974826179,24016.1946,9.098595,60.02,66,-6.360303
